name,author,intro
游戏设计的236个技巧：游戏机制、关卡设计和镜头窍门,"

大野功二                    ?

            ",本书从游戏设计者和玩家的双重角度出发，以大量游戏为例，并结合丰富的配图，从“玩家角色”“敌人角色”“关卡设计”...

玩转无人机,"

鲁道夫?乔巴尔                    ?

            ",本书从无人机的发展历程、技术性能、飞行原理、制作窍门、操作技巧、实际应用与相关法规等角度，全方位介绍了民用无人...

App Inventor 编程实例及指南,金从军,你正在一条熟悉的路上慢跑，突然被一个念头击中——下一款杀手级的移动应用。一路上你甚至不再关心时间，只想让你的想...

图解OpenFlow,"

晃通                    ?

宫永直树                    ?

岩田淳                    ?

            ","<内容摘要>

《图解OpenFlow》从OpenFlow的概要入手，以OpenFlow 1.0规范为核心，详..."

码农增刊·硅谷之火,"

图灵社区出品                    ?

            ","【创业战壕】

在高科技行业，只有失败者采用“业界最佳实践”

红杉资本Roelof Botha：谁是下一个十..."

码农·A Swift Tour（第21期）,"

图灵社区出品                    ?

            ","【目录】

Swift初见

从Objective-C到Swift

Boisy Pitre：Objectiv..."

深入理解MariaDB与MySQL,武传海,随着MySQL逐渐引入开放核心方式的商业化，部分功能已不再属于开源范围，幸好有MariaDB服务器取代其位置。...

高可用架构·硅谷篇（第4期）,,本期我们将一起见识一下硅谷的高可用架构。Twitter如何构建高性能分布式日志系统？Google的高可用架构理...

码农·Docker云图（第20期）,"

图灵社区出品                    ?

            ","【目录】

Docker在PHP项目开发环境中的应用

《Docker开发实践》作者曾金龙：迅雷云的Docke..."

精益企业：高效能组织如何规模化创新（（精益系列丛书，《精益创业》作者埃里克·莱斯主编））,"

Jez Humble                    ?

Joanne Molesky                    ?

Barry O'Reilly                    ?

            ",本书是企业应对不断变化的市场环境、客户期望和新技术的实用指南，提出了精益和敏捷的原则和模式，帮助企业规模化快速...

希格斯粒子是如何找到的：史上最大物理实验的内部故事,"

［英］乔恩·巴特沃思（Jon Butterworth）                    ?

            ",在瑞法边境地下百米处深藏着一个全长27千米的庞然大物，那就是世界上最大最强的粒子加速器、人类有史以来建造的最大...

统计思维：程序员数学之概率统计（第2版）,金迎,"通过学习本书，你将能够：



编写测试代码深入理解概率论和统计学；

运行实验检验统计行为特征，如生成服从各..."

全端Web开发：使用JavaScript与Java,王群锋,"通过阅读本书，你将会：



了解客户端和服务器端分层的好处，包括代码组织和快速原型开发；

探索JavaSc..."

写给大家看的设计书（第4版）[精装版],李盼,在这个创意无处不在的时代，越来越多的人成为设计师。简历、论文、PPT、个人主页、博客、活动海报、给客人的邮件、...

Spark机器学习,蔡立宇,本书介绍了Spark的基础知识，从利用Spark API来载入和处理数据，到将数据作为多种机器学习模型的输入。...

高可用架构·中国初创故事（第3期）,"

高可用架构                    ?

            ",这是一个最好的时代，也是一个最坏的时代。互联网为中国社会注入了无数机会，各行各业都涌现出了大量运用自己智慧勇敢...

Bootstrap实战,李松峰,本书是实战类Bootstrap图书，全书通过5个真实、具体、鲜活，又有代表性的项目实例，讲解了Bootstra...

宇宙的历程,楼伟珊,我们从哪里来？我们为什么存在？我们与地球上的生命应该如何共存？人类从诞生之初起就在一直苦苦追寻这些问题的答案。...

精通JavaScript开发,"

Den Odell                    ?

            ",本书是JavaScript实战指南，主要内容包括：JavaScript性能、可靠性、稳定性和代码管理分析，面向...

OpenStack部署实践（第2版）,"

张子凡                    ?

            ",本书基于OpenStack Kilo版讲述了部署相关的内容，是作者多年实践经验的总结。书中不仅对上一版进行了全...

计算机是怎样跑起来的,胡屹,"<内容摘要>

本书倡导在计算机迅速发展、技术不断革新的今天，回归到计算机的基础知识上。通过探究计算机的本质，..."

 Visual Basic.Net 应用手册,曹化宇,本书内容包括了VB.NET编程语言、软件结构、数据库应用，以及大量的.NET Framework类库应用；并对...

码农·Android好手（第19期）,"

图灵社区出品                    ?

            ","【目录】

复杂的安全性，复杂的漏洞利用

隐藏的Android API

你真的会用AsyncTask吗？
..."

庞加莱猜想：追寻宇宙的形状,"

春日真人                    ?

            ",1904年，法国数学家亨利?庞加莱提出了关于探寻宇宙形状的“庞加莱猜想”，自此后的100年间，不断有数学家向这...

Flask Web开发：基于Python的Web应用开发实战,安道,本书共分三部分，全面介绍如何基于Python微框架Flask进行Web开发。第一部分是Flask简介，介绍使用...

ThoughtWorks商业洞见 2016创刊号,"

ThoughtWorks Inc.                    ?

            ","【首期导读】



零售是传统行业中数字转型的先行者。在移动互联网时代，实体零售未必就是弱者。《实体零售突围》..."

OpenCV计算机视觉编程攻略（第2版）,相银初,本书结合C++和OpenCV全面讲解计算机视觉编程，不仅涵盖计算机视觉和图像处理的基础知识，而且通过完整示例讲...

社会媒体挖掘,"

Reza Zafarani                    ?

Mohammad Ali Abbasi                    ?

Huan Liu                    ?

            ",“这本讲述社会媒体的书结构非常合理，对学术界和产业界来说十分有用。该书以清晰易懂的方式全面地讲述了社会网络分析...

科学的极致：漫谈人工智能,集智俱乐部,"内容简介：



本书由集智俱乐部成员共同创作而成，全面介绍了人工智能的历史及其在各个领域的发展及应用。不仅涵..."

MEAN Web开发,陈世帝,本书从MEAN核心框架的安装和配置讲起，以实际项目为主线，讲解了每个框架的基本概念、使用方法，以及如何使用主流...

网站创富：从搭建、管理到营利,"

月光博客                    ?

            ","

本书聚焦于如何搭建、 管理一个网站，并进行营利，主要内容有：网站空间的选购、部署和管理；网站建站的主要方法..."

决策知识自动化：大数据时代的商业决策分析方法,"

Alan N. Fish                    ?

            ",本书是大数据商业实践手册，通过大量来源于流程自动化的主流应用场景，聚焦于企业业务流程中经营决策的知识自动化这一...

写给大家看的项目管理书（第3版）,"

Gregory M. Horine                    ?

            ",本书针对项目管理岗位的新人以及现实状况，讲授项目管理技巧的基本概念和基本原理。书中内容以任务为导向组织，讲解细...

机器学习实践：测试驱动的开发方法 ,段菲,本书介绍在开发机器学习算法时如何运用测试驱动的方法，捕捉可能扰乱正常分析的错误。这本实践指南从测试驱动开发和机...

码农· Hello Node（第18期）,"

图灵社区出品                    ?

            ",本期《码农》汇集了Node核心开发者、国内外Node.js布道者，以及知名Node模块作者的精彩文章。通过本期...

图解机器学习,"

杉山将                    ?

            ","<内容摘要>

本书用丰富的图示，从最小二乘法出发，对基于最小二乘法实现的各种机器学习算法进行了详细的介绍。第..."

Swift与Cocoa框架开发,贾洪峰,"

在本书中，你会学习如何在各种真实的环境中使用Swift，还有EventKit和Core Animation..."

OpenStack运维指南,钱永超,本书分两部分，全面介绍如何构建基于参考架构的OpenStack云系统和执行日常管理任务。第一部分全面介绍如何充...
